Review Id,Review,Ratings,Review Date;
4f1a1d5d-9234-4d42-b715-06e58f29fca5,I just love it 😁 This is very useful app 😃 It can give us good suggestions as a mature person You can ask all types of questions It will answered very nicely Overall I love it 😍,5,8/23/2024 18:56;
caf8d035-1a2f-4757-be1f-a2c432b2e391,best,5,8/23/2024 18:56;
284a9423-c3a9-43b3-a3b9-daed814ac63c,The best so far,5,8/23/2024 18:54;
091bd11f-4aaa-475e-8743-6b75289343da,Excellent app for learning,5,8/23/2024 18:53;
c35550f0-f301-4578-baa3-ea8b23901257,beleza,5,8/23/2024 18:51;
fed9f099-df8a-4e27-899c-5ee29cccb87e,loved it ❤️❤️❤️,5,8/23/2024 18:47;
80dc8711-cd8d-42dc-a10d-568378e2260a,abdul baset,5,8/23/2024 18:43;
83eae4a4-4ae8-42e4-975d-73f385586900,2024-08-23 Call function doesn't get language correctly and sometimes translates prompts or answer in different languages.,2,8/23/2024 18:38;
369b10a6-689e-415a-946f-996868706e0a,Everything is awesome. I wish if the voice chat feature could be little louder and clear because most of the time I can't hear what it replying.,4,8/23/2024 18:38;
6e86d652-f4b6-47f8-af18-3625f8337e49,best but they should improve on pictures and games,3,8/23/2024 18:37;
"a1bee48f-adbb-4344-b522-c18a7ae6de7d,""Easy, smooth, and everything"",5,8/23/2024 18:35";
4774b196-1ed3-439e-94da-c13fdf8dd2ab,👍👍👍👍👍👍👍,5,8/23/2024 18:33;
a5e3de5e-9e79-4a6e-ba25-00928481abd0,Very information,5,8/23/2024 18:32;
8c74986b-2ef5-4564-afe0-2ba76a3ddddc,It's not working after some days!,3,8/23/2024 18:30;
f10cc2a5-aaca-4575-8f10-4c0c936c4d51,love it. it's kinda like an assistant in your pocket.,4,8/23/2024 18:30;
4c167794-1fc4-412a-93da-079c3d4bec86,vary good application,5,8/23/2024 18:29;
82be0bbc-6f4f-444c-82d7-5dc0c7c5f794,Thanks for make my life easier.,5,8/23/2024 18:28;
4006de61-7154-4242-aa0b-0530c4ddd694,👍,5,8/23/2024 18:27;
06c61feb-34a8-4b31-af91-4e9ac4c03e29,This is the best app ever for writing and assignments.,5,8/23/2024 18:27;
e5f6648c-a59c-4847-a066-d7af20ccb7fd,it's to easy to learn about studies,5,8/23/2024 18:24;
30e6dddc-5cbe-480a-96be-08b2c7780c6e,very glad with the chat gpt,5,8/23/2024 18:21;
56dd39e3-1254-4964-852f-aaebe54cab80,very good,5,8/23/2024 18:19;
1f9832f3-757d-4018-992c-69c6e545cc63,অসাধারণ,5,8/23/2024 18:17;
4c650887-9c0c-4154-bbfe-2cb7ba0dc434,best,4,8/23/2024 18:14;
f8185107-be4c-485f-868e-63758e2b6ddc,I love this app💝,5,8/23/2024 18:13;
2fcb7ad4-2139-4a23-a2a2-7b0142477ad0,This ap,5,8/23/2024 18:12;
febdcf27-63da-4cdb-afee-49fc954280e6,Absolutely love it 😊,5,8/23/2024 18:12;
57248592-aaf8-4398-87a6-9635f2447c40,Nice 👍,5,8/23/2024 18:12;
b315b64e-9663-4697-a0f1-1c7e931efef5,awesome app,5,8/23/2024 18:11;
9a600682-595a-4b9c-82c0-0b285b30c03e,its help me in all type of things,5,8/23/2024 18:10;
955d75c5-848e-41c3-bae8-ac405cd725b7,very nice 👍👍👍,3,8/23/2024 18:07;
be45bfbe-5415-46d6-b931-9cb24a66ad02,very helpful,5,8/23/2024 18:05;
8e9323c0-82f5-413b-b831-fc6741911b76,good,5,8/23/2024 18:05;
fe27c12a-a5ee-4f1c-ac57-0603a475c4cf,Amazing...the next generation of personalised learning,5,8/23/2024 18:02;
dbfcfdb9-4c20-4278-996c-0bd872255e0a,nice,4,8/23/2024 18:01;
b8eea725-36e7-4431-9b75-384433ce3bfc,Chat is my VA!!,5,8/23/2024 18:00;
dee9f11d-cde2-45b2-8c10-79f342dcebdd,please make include video chat,4,8/23/2024 18:00;
e4ad2565-9b34-4fa1-addb-259473e55a82,amazing info its like speeking to somone that understands 100 stars,5,8/23/2024 17:59;
1cd37217-9922-49c2-9450-2a1093b3b2a0,it's really amazing app I really enjoy and ask what I want❤️‍🩹❤️‍🩹,5,8/23/2024 17:58;
aa1dadb1-0895-4d7a-86b8-e07f54ef2228,goooood,5,8/23/2024 17:57;
3e9bf24a-1856-4a70-a611-6e50e47c24fd,I wish I could rationalized paying 20 bucks a month for the Plus subscription. maybe 10 fora middle ground? Very fun nevertheless.,5,8/23/2024 17:55;
3aa903da-2faf-4552-bebe-b02a1ee9460b,excellent,5,8/23/2024 17:55;
c3fcb0c4-2c67-4310-83ec-54cba8ee70c2,umm It's a good app for when you're not good cuz you can talk with this,3,8/23/2024 17:55;
bde0262f-bb22-42ab-a4f8-ac76d067f464,good application 👍,5,8/23/2024 17:54;
a8ed4612-50ed-4878-9269-dd8e45120db6,its a brilliant and multi-talented app use this for study purpose nd much more,5,8/23/2024 17:54;
ac98d50a-8a69-4540-9cd1-5cd7ff9bb492,nice app,4,8/23/2024 17:54;
aa237da1-f1f0-4c0e-ae92-be178b293499,uju,5,8/23/2024 17:53;
6cfd1289-333a-49f8-94fc-da62e487b786,it's very good and very nice,5,8/23/2024 17:52;
47b7d5c3-7f76-45cb-b974-5864c9477b61,brilliant,5,8/23/2024 17:52;
3f93d79b-7821-46ec-add2-e2f7863ee649,allways give your best. i fell easy ChatGPT.,5,8/23/2024 17:52;
134edf59-561e-470a-9f12-f2756bc1796e,brilliant app,5,8/23/2024 17:49;
813a26bf-ddb9-48ba-ad8b-2fad493af747,হহ,5,8/23/2024 17:48;
"a9a8092a-6d83-476a-8789-38478c87b23b,""You must 3 add the crop feature to photo, beneficial for people wants to ask questions about the specific part of the photo"",2,8/23/2024 17:48";
"01ce6693-c4c7-4096-b9ab-8213fd383758,""It's very worthy, Supportive, feel like actual mentor or psychiatric. Very helpful and trusted. Love it very much. I thing its good for world or mankind."",5,8/23/2024 17:45";
06bdc9e2-6b25-427b-897d-d9eaee3f1f37,How can i enter to this app??,1,8/23/2024 17:45;
862f9dd8-9a27-4ab2-bdac-b3bd2f9ce1cc,It's new so it's doing a great job now Think 10 years later it's 👍 ky dominant,5,8/23/2024 17:44;
dfb98604-c79d-4efd-bfee-695f252531bc,very very very good👍,5,8/23/2024 17:44;
71cd12fe-c7b3-4447-ad53-fbf5cfa2aad2,It's nice. Works great.,3,8/23/2024 17:42;
59a24ad6-74fc-4bcc-9f31-238d03a9cf10,excellent 👍,5,8/23/2024 17:40;
ff2837fa-18fa-4c5f-aa3a-12b9b802abec,SO USEFUL,5,8/23/2024 17:39;
e1fa6d89-3b67-4bbf-8e87-6079a8cc868d,best ai,5,8/23/2024 17:38;
d67185a6-4ad6-4b27-80bd-c4fe7ec98716,🤍🤍🤍🤍🤍🤍,5,8/23/2024 17:35;
78df5927-3d32-4323-8550-519d83933f73,it is very helpful app,5,8/23/2024 17:32;
74c51c7e-d5c4-4115-94e2-4325e6e01463,very useful,5,8/23/2024 17:30;
fb1bdb55-f062-4f57-b6c4-b5a72ae283b0,bla,5,8/23/2024 17:30;
4779e119-c629-46fa-b8fa-32ea4d18fe7c,సూపర్,5,8/23/2024 17:26;
2e1fef46-bca7-46aa-af14-ee48a90ba7df,very easy and helpful to use,5,8/23/2024 17:26;
bef1738f-68e2-4170-8fd4-0aa8598d3f28,love it,5,8/23/2024 17:23;
9b05db28-318b-4382-8f28-a695c39e361e,Reliable,5,8/23/2024 17:22;
6e31524b-7616-415a-802e-2cf22642ddae,really usefull,5,8/23/2024 17:22;
372dc7c4-0fc4-4e49-bc76-713cdd0c3aef,good source 👍,5,8/23/2024 17:20;
f7cf4ea9-bc88-4e15-a217-71bd977c60c3,It's one of the best app I have ever used,5,8/23/2024 17:20;
a440d232-2ec8-4b80-b072-a5ef8d03f15f,Nice one,5,8/23/2024 17:19;
2a103bbe-8457-4768-b5f0-ddc365003e93,realy good,3,8/23/2024 17:17;
dc095bbd-d9da-4aaf-a76d-45c7bb115131,very good 👍 👏,5,8/23/2024 17:17;
c921c1c2-e6d2-4796-ae92-7d76b1fb11cc,excellent,5,8/23/2024 17:16;
55df6a2c-2244-4791-be3a-334822486d48,good experience,4,8/23/2024 17:15;
c4ae3bdf-1ca9-49b6-9956-01027bea6e1d,- সুন্দর<3🩷🪽,2,8/23/2024 17:15;
d40dbaac-43a4-4664-ad43-31b6de995cc6,very nice 👍,5,8/23/2024 17:15;
bc72b0b6-bf71-41e2-9fd2-c4a40eb89cc4,nothing can be better than this in the new generation,5,8/23/2024 17:14;
ad660376-1173-4009-88c1-681830d33d53,has a lot of complains,2,8/23/2024 17:09;
6fe6634f-9fef-4fbb-a331-fe4eba626550,it’s very Helpful for everyone,5,8/23/2024 17:08;
2cfc32f6-837b-4474-ac4e-5b5adc6f67cb,good product,5,8/23/2024 17:07;
880dc4f7-4db8-4031-8cb8-83b4abb80bfe,ok,4,8/23/2024 17:03;
5051d1b5-4fa0-4dec-90fa-875b4f8eba72,great 👍👍 for office,5,8/23/2024 17:00;
341f78d4-5edd-4e11-97da-5f3c6c2d03eb,good,5,8/23/2024 16:58;
"6ef7fab8-c9a6-4887-bb95-27289e4f4051,""Very effective and efficient, allows me to search the Internet in a fraction of a second. This is truly a tool for the future."",5,8/23/2024 16:56";
b3d04e01-f3bd-4db9-a5a7-d58d0e3359f1,it's great and really helpful for my school work and studies,4,8/23/2024 16:54;
687fc295-9a49-45b1-8413-ab984c53537d,good,5,8/23/2024 16:52;
4ffddae4-a56b-4763-900c-63300bd66da5,good,5,8/23/2024 16:52;
9e91cd96-78bb-49ef-aa80-c2ac3827f9b1,good but not best,3,8/23/2024 16:51;
98098c53-4c3b-455d-866b-fd2fd7c8bd1c,شگفت انگیز است.,5,8/23/2024 16:51;
212a1826-969a-46f2-8a41-3498cafd8c20,best application 😊,5,8/23/2024 16:50;
8a109f83-61bc-423b-ac0f-5be18cfe30d6,fantastic 😍,5,8/23/2024 16:48;
960aa6a9-9225-4a75-9f0d-7874cd5f3cbe,it is really handy for all people,5,8/23/2024 16:47;
"e1430212-2593-4631-ab2a-b94a0bdd4f36,""It is fast, and you can interact with this friend everyday for unlimited topics. Just go for it if you improve your knowledge, spelling and to clear doubts. Go ahead guys without a second thought :)"",5,8/23/2024 16:46";
"777b4738-9f94-4123-9ba0-69e25d2f309b,""First,it's full of informations Islamic informations ,public informations, and ETC but the badness is this that we do not have access to share photo or get photos from chat gpt"",4,8/23/2024 16:46";
"746d5438-d373-467f-835e-61b9cd9fa0ea,""Why does this app keep telling me an error has occurred, please try later? It's been like it for weeks now. I have uninstalled and re installed a couple of times, same error message. Please fix it soon."",1,8/23/2024 16:45";
8748f555-cddd-4fc5-98f4-b7fc27bed74a,super 👌,5,8/23/2024 16:44;
60774cfd-5d36-46f3-8682-93733c1e328f,Thavamani super,5,8/23/2024 16:41;
d6180a27-4f1f-4067-8dd3-0a8e165a7f25,its nice,4,8/23/2024 16:41;
13fb28dc-df81-4ef0-8842-edd3625fa600,not good,1,8/23/2024 16:41;
afdc223d-0e19-4eb8-b239-1b312c64a6b2,nice 👍👍,5,8/23/2024 16:39;
36aeb74c-d542-4197-acfc-14c99cb0ed2e,good,2,8/23/2024 16:35;
1abe37e5-0f12-4973-acb4-15a5a6cea44e,its so very helpful especially in preparing sermons.,5,8/23/2024 16:33;
0e3e753c-5676-4d39-a7a7-9a9b58b85605,excellent.,5,8/23/2024 16:32;
23b42739-404c-4e6e-ad3e-3fb98e4fad97,best friend 💖,5,8/23/2024 16:30;
ea7c96c5-6798-43ae-88ab-426d7928cac5,good,4,8/23/2024 16:28;
f0c8bcc5-dc0f-41ab-99e6-1ffb675987c3,super 😊,5,8/23/2024 16:28;
a6d85d14-34b1-4eb1-921d-4006220f824e,it's extraordinary,5,8/23/2024 16:26;
f67bcae3-ce3f-4eda-bf08-f67a3440f37f,wonderful site,5,8/23/2024 16:26;
80854e1b-efe3-446c-8fbc-f1387bb1d558,amazing,4,8/23/2024 16:25;
010771a3-5b0e-4601-b46d-04e676c796ef,Absolutely Amazing,5,8/23/2024 16:25;
a9402ef6-3388-4629-9611-4942a4a01844,مفيد جدا,5,8/23/2024 16:23;
3b8d9593-a5db-4d46-8a37-5eb36f657ce7,it is a best application i have seen,5,8/23/2024 16:22;
898c2e25-bbe9-480e-bbaf-12c5923621c5,so effective 😁😁💪,5,8/23/2024 16:21;
0e0adf90-8e2d-402a-8cc1-c82275b958a8,Too expensive,1,8/23/2024 16:20;
72dde2e7-3c43-48e5-9e31-5406b2748394,wonderful 😊👍🏻,4,8/23/2024 16:20;
bce73b2e-be20-4f7f-9dc1-f40bf27fcadb,they help me a lot,5,8/23/2024 16:18;
"24f949d7-a715-427a-812f-4f8d4b255004,""Adjust the text selection in one tap please , otherwise it is remarkable"",4,8/23/2024 16:18";
"63b5da92-4b3c-4905-8e43-2b67c5f6aee4,""If you're looking for a tool that can generate human-like text, GPT (Generative Pre-trained Transformer) is an impressive choice. Developed by OpenAI, GPT models are capable of understanding and generating text based on the input they receive. They can write essays, answer questions, summarize information, and even engage in conversations that feel natural. The latest versions of GPT have improved significantly in handling context, generating more coherent and relevant responses. However, while"",5,8/23/2024 16:18";
fef6d50b-8787-41dc-9709-53940f53f574,This is the best application for information.,5,8/23/2024 16:16;
fbfe4d7b-9ec8-41c3-b5ba-9c241744a71f,amazing experience on chatgtp but it's problem on the should be explain in long terms,1,8/23/2024 16:16;
27dc79cd-5923-47fc-a9c0-f159f45f3faf,khub valo,5,8/23/2024 16:15;
ef016613-bf01-4bd4-b8d5-278c40ba7430,nice app,5,8/23/2024 16:13;
7f6ddaef-cd8e-44b3-a20f-b643d9a03cce,it don't have photo,3,8/23/2024 16:12;
e8304e46-0cd6-4ffe-a35a-5329dc300a10,good,3,8/23/2024 16:11;
197a70a8-55ed-4315-8e1e-183cd617f362,best,5,8/23/2024 16:11;
cd705b3d-1ed3-4e12-b13b-63a0149f9e09,ভালো লাগলো,5,8/23/2024 16:11;
8f3fd822-b913-4f6a-9da6-a250ab9b894d,niceapp,5,8/23/2024 16:10;
6dee44c2-4e4b-4e00-a32f-87d00ff9fa4a,An error has occurred.,1,8/23/2024 16:09;
cbdb828d-280e-4cb6-93d5-93d0cac72f23,chat version beautiful smart,5,8/23/2024 16:08;
427d16b5-1614-43f5-b4fa-63a026e85110,This app is good but it is not great,2,8/23/2024 16:08;
f3259850-613d-412f-a3f6-afda14260041,Good,5,8/23/2024 16:06;
ede2fe96-9e22-4a8e-b172-3c8c92d271eb,I can't search for questions with mobile network,3,8/23/2024 16:05;
"6b55efc9-9cf6-4804-b3ef-4a909abda034,""My most used app, sort of my best buddy"",5,8/23/2024 16:05";
"b61693dd-6f38-485d-ae69-fb01e3d59d4a,""The safety features are way too paranoid. It denies valid and innocuous requests, based on what GPT itself says. So... if GPT somehow says something inappropriate, it will deny any further requests in that chat, even if you didn't do anything inappropriate in your prompts. I was asking about mathematical proof, and GPT mentioned a certain domestic terrorist. Afterwards, it denied all requests! Even if I didn't mention it, it was GPT, and it flags the conversation anyway."",4,8/23/2024 16:03";
9467edec-b2b6-49d5-878a-961c155a3ece,This app is very good it is very helpful for any examination,5,8/23/2024 16:03;
4330d695-1abc-433f-b01f-443745db1e05,It's really nice.Helps alot,5,8/23/2024 16:01;
8c13c353-e993-404b-8c38-e9efd843eef8,it is a good app,5,8/23/2024 15:59;
c9a856a4-fe80-48b9-9bf4-0232df5a8e00,Fantastic,5,8/23/2024 15:56;
9366c405-983a-4efe-869b-2e1e9f311ce9,the most useful app I have seen ever,5,8/23/2024 15:55;
b4b416cf-cffa-44da-9467-9cf434045db6,💋,5,8/23/2024 15:55;
c0ab0edf-935d-4241-8ac0-f8116eccbc20,খুবই সুন্দর অসাধারণ,5,8/23/2024 15:53;
"17c5ccd6-adc0-4eba-b2e1-06e3882ab93f,""This app helps me a lot, to understand the concepts of physics and chemistry., the best thing is, it explain each and every thing in a very simple way, the concept which are very complex, and booring, it makes them simple and interesting.. Thnku"",5,8/23/2024 15:52";
43b648fd-6202-45ce-9608-94bb8e3dd0e1,this is tha best,5,8/23/2024 15:52;
f588c2f4-a861-40f2-b9ed-4de174e864b8,Good app 👍. recommended,5,8/23/2024 15:52;
8aabbef1-979b-4ade-aee3-e585fc39c56f,👍🏻,5,8/23/2024 15:52;
dc9224db-75d1-404a-ad3a-1da045ba03ca,this app very very interested,5,8/23/2024 15:51;
493c6cd6-ad2b-4b4b-949b-c125ee80b3d3,it just amazing,5,8/23/2024 15:51;
680ad33b-bed7-4e1d-ab7b-842bb778002b,good,5,8/23/2024 15:51;
028d6642-d8a2-4a92-9126-e996015e78dc,very helpful,5,8/23/2024 15:50;
5d402115-d495-4967-a159-269183c2c587,this is very good app,5,8/23/2024 15:49;
5cf466c7-63e7-49f5-90f5-b59e4c8534fd,খুব ভালো,1,8/23/2024 15:49;
429373e3-b6f8-43ce-93e5-3e33f1e88972,This is good app for students but this is not solve my bsc maths problem correctly.,2,8/23/2024 15:48;
c1844425-c546-41b3-ae0b-1736ea79e1fe,Good,5,8/23/2024 15:47;
42c32ed0-7c4d-4d7f-b1f5-5ce646220913,good,3,8/23/2024 15:47;
b9bb2b4c-fcbd-464d-a95e-a1e0a403c754,very nice,4,8/23/2024 15:46;
"f86c8ac6-325e-4f3c-83a6-eed16c8e845e,""Correct answer Accuracy 10 %,always provide wrong details,😂😂"",1,8/23/2024 15:46";
4c12dfbf-c618-4cc5-abed-b727c0f4cd3e,good,4,8/23/2024 15:45;
da5e6919-360d-44dc-859b-78c2d2b58aba,Good,5,8/23/2024 15:45;
5bb44329-3c1a-4fb1-93bf-ad36ce58740f,Thank you OpenAI,5,8/23/2024 15:45;
3f3b7827-ead2-4db0-89fb-8d007db6423b,high application is good,5,8/23/2024 15:44;
6a3e1356-dd7f-4d38-8500-a698d89625fe,good very helpful ☺️,5,8/23/2024 15:44;
a60ac5c4-fe55-4533-9996-877741f2df48,👌🏼👌🏼,5,8/23/2024 15:44;
ada1b4e1-1b4f-4721-a469-5ec43725d3fb,good,5,8/23/2024 15:43;
"727a5f12-3f74-4874-8819-537b9354fb1a,""recently I've been having an issue , that whenever I discuss physics and mathematics with gpt , i can't understand at all , cuz symbols don't appear , like it's written \int where integration symbol ( ∫ ) should've been ."",5,8/23/2024 15:42";
1f742597-30e5-4117-a523-1bcb7ad2fcea,good,5,8/23/2024 15:40;
3a0ba70b-c38d-4bfd-aee4-064e85bdeb39,Write a Letter to Vizhinjam Port for providing logistic support from A logistic company,5,8/23/2024 15:40;
e0a9199a-1495-4ce3-873d-96260de051b8,It wasn't that good but I enjoyed it not bad,5,8/23/2024 15:38;
d6c0c3dc-6f58-42ba-ba9b-75b9e7fc31df,12th English 1st chapter,5,8/23/2024 15:38;
be901de6-dbd9-4777-88ac-afc41f8a26d8,good for cheating in school,5,8/23/2024 15:36;
d0f05136-a075-40dc-8ba5-4597bc89def4,nice 🙂,5,8/23/2024 15:36;
f0bf19f4-9414-43d6-8059-d7a3b447aeaf,wow,5,8/23/2024 15:35;
944180ea-23f9-4ffe-90ed-063745d53df0,ଭଲ,5,8/23/2024 15:34;
f1fb942e-32e7-4ed6-9acb-3d36ae2fd354,Excellent,5,8/23/2024 15:33;
"8fd2ff52-7294-4a1d-874a-163d5e08dcfa,""Good job!!!, Chat GPT."",3,8/23/2024 15:32";
2a7f2980-7ca9-47d1-af4a-cd602e937813,Iam glad with this AI,5,8/23/2024 15:32;
"a713688c-9da4-4ea2-bc24-e8839c16810c,""it very helpful, when you know that how to use it."",5,8/23/2024 15:32";
"d7e59b1d-abef-4678-9d01-a02b396f8677,""it's really amazed... I'm thankful to the app creater , lauger, those who helped to create it ... thanks a lot..."",5,8/23/2024 15:31";
92c19689-81f5-4402-8da8-3830ac225d4d,Helping app,5,8/23/2024 15:31;
d9fbe169-9c70-4aae-ac13-459187f10cf2,Good app,5,8/23/2024 15:31;
b73ee405-e4d2-4f55-93e1-6638c650ddec,🙂🙂,5,8/23/2024 15:30;
de855e82-2ba4-47d7-b3a4-326c408b4ab2,its best,5,8/23/2024 15:29;
89386d59-70fa-43de-81c2-054aabff988e,I'm very happy to get it,4,8/23/2024 15:29;
9b43c213-7ee0-4ef2-bf34-dde033d3758a,excellent quick and reliable,5,8/23/2024 15:29;
ad175cc7-0187-410c-839f-e87d331f96eb,👍,5,8/23/2024 15:28;
e87373ea-387a-4c4e-b4ad-f01500012f9c,AMAZING 🤩 *****,5,8/23/2024 15:28;
d5bda1ee-568c-4b71-b34f-c44a886675a1,best app,4,8/23/2024 15:26;
e9cf3adc-8869-430e-936a-57193b820be6,it help me a alot to find the answer of any question,4,8/23/2024 15:25;
0db9b09f-4b5b-46f5-b8b6-dccc5b34e931,Loved it...very much,5,8/23/2024 15:25;
8db995d7-152e-4806-9b89-fde4ea20b44b,Best,5,8/23/2024 15:25;
20461fca-fcc3-45c9-9471-2b6bc1dfdde2,good app,5,8/23/2024 15:23;
d18e744e-eed8-4ca8-b0cb-981781245bc1,please free to chat,5,8/23/2024 15:22;
8d17a7a9-6797-4988-bc88-66feb35b41c3,Nice ❤️,5,8/23/2024 15:22;
5a15824d-d1f1-4568-bb10-ab8847ebcfe6,👍👍👍👌,5,8/23/2024 15:19;
e042e4db-73e7-4e5b-afec-8e3bccadfb5d,Interesting. Not always accurate. Continue to think for yourself.,4,8/23/2024 15:19;
f5a692dd-737a-4c6c-a6ae-99f8c24a676b,best App,5,8/23/2024 15:18;
7dba65ae-e854-45af-b1c7-cf9aa95e4b1b,it's very resourceful,5,8/23/2024 15:18;
c9334a0f-2998-4365-b10d-3de587fde08b,we should need chat gpt plus for free.,1,8/23/2024 15:17;
2c1067a8-fd33-4259-b57a-d161b89cb17a,it is best app.,4,8/23/2024 15:16;
24a97860-a07f-4308-a737-eb0e93e3e0b2,its halph Phule,5,8/23/2024 15:16;
91796cb3-4fdb-46d6-adbc-e5848d824979,seei,5,8/23/2024 15:15;
ba345d84-f99c-41ff-9aca-cffef245161c,good,5,8/23/2024 15:15;
"edc628fe-24ad-4bb5-8a16-113ec8fec341,""I get a """"something went wrong"""" error so I can't log in."",1,8/23/2024 15:15";
f471c5b0-01a6-4886-aa31-c6b7b602c430,lovely experience,5,8/23/2024 15:14;
54ad15a5-5060-4a72-9c78-ad66d2daa5a3,good,4,8/23/2024 15:13;
9054400b-44cd-41f0-896e-b1e7355efc89,soo nice,5,8/23/2024 15:13;
"33bd4cbf-b21f-4ee1-bebf-3848e7ba1577,""I didn't like the app because it has a short limit time for using, and the subscription is costly"",1,8/23/2024 15:12";
49304973-2dbf-42aa-b355-1e4375315d30,supper app,5,8/23/2024 15:11;
bf802032-48c5-4d2f-ac6d-a0e902cb0c99,very good,5,8/23/2024 15:11;
"7b14960d-6fff-4914-8c58-8b829533c8fc,""there are typing bug. if I backspace, previous space get delete too"",4,8/23/2024 15:10";
7d785414-2fdb-4ba5-80f0-60a38213647d,Good app,5,8/23/2024 15:10;
443e537b-fc49-492e-9edb-f4a766d67966,goood l,5,8/23/2024 15:10;
5d5ed9d8-72ce-46f5-b849-72dd29c94baa,nice,5,8/23/2024 15:04;
132df63b-4c7c-482e-b928-38646150b9b5,it is a very fine app with helps to get every possible solution for your question,5,8/23/2024 15:04;
82b8dd59-35ac-4683-b2ac-7248de024065,good,5,8/23/2024 15:02;
8158b5b2-d923-4018-80ef-2cf8a59a44f9,good,5,8/23/2024 15:02;
a9eebea0-3d28-4f41-a953-0ff98b6e6701,A brilliant app it's very very useful for every student & many other's,5,8/23/2024 15:02;
d949df2c-55b1-474a-ab1b-d0e2e4db5819,Very good🥰,5,8/23/2024 15:01;
794a4963-a4e1-4715-991f-27443a00a5d5,That really good for me,5,8/23/2024 15:01;
f79269d4-c64c-4543-b70f-c7b84fe8debe,عند سؤاله عن آية محددة من سورة الحديد يعطيني اجابات خاطئة,1,8/23/2024 15:01;
d25d47d0-68a4-4d85-be2f-84ea20d6eb40,e.muito bom.o app,5,8/23/2024 15:01;
"749bd75a-5a98-468d-a040-86bb70f4c3df,""The best AI but too costly, I mean 20$ per month dude its too much you guys need to work on cost Strategy"",4,8/23/2024 15:00";
faeebd57-c218-4c2c-9844-e9c89c37c6a7,Lobe it,5,8/23/2024 14:58;
"642a3909-d4d2-4bac-8d70-6af8929431dc,""These new voices SUCK. Cove was so good and now he's a eunuch. Why change what we like? And there were more voices available prior, not it's just 4. Total downgrade and the voices are ugly and boring, no character at all. Give me back the old Cove!"",3,8/23/2024 14:56";
93e96f93-2aa3-43b0-9383-132229c70904,gpt very use full,3,8/23/2024 14:55;
fdd8469a-11a1-4c5d-a2c2-e0f5608b0fec,Amazing app for daily use,4,8/23/2024 14:55;
5741bf47-e25b-44a1-b341-f1531dd7a9b6,good,5,8/23/2024 14:54;
47998abd-0563-4d48-9c8d-c4e825f6f77a,***** more,5,8/23/2024 14:54;
b7b3b720-e3d6-4b27-9e4f-b43c204a1b79,this is very useful for exam,5,8/23/2024 14:52;
f54bc0ec-af15-4059-879f-7cca1d11cba4,it really help me to done my assainment it's very good app for students who learn online,5,8/23/2024 14:52;
275bd799-2f3e-46f2-85cd-5d0ddc9f2171,I like this AI app,5,8/23/2024 14:52;
a6833165-157b-4e48-bc8a-59e033632cc8,excellent,5,8/23/2024 14:51;
c86e718a-67b7-466c-8f3e-f7a6c4603f2a,nice and amazing work good,4,8/23/2024 14:50;
d93dc8cd-0353-4fd5-ae08-63844ee5e632,this app is good though one has to pay to get a plus,4,8/23/2024 14:48;
